desc_translation,sentiment
Cultural commentator TVNZ,Positive
Bridge builder. Shows where necessary stabbing underwater. Following society and politics in the foot with a wink.,Negative
Save Our Forests Stop.Biomassa.Centrale's,Neutral
Save Our Forests Stop.Biomassa.Centrale's,Neutral
Freedom Truth Love Peace Natural Healer Reiki Master Mountains Hiking Travel North America Eagles Eagles Wildlife Cats✨DivineCreator 🦅🇱🇺,Positive
First president @UN_Women the Netherlands. CEO @HarteraadNL. Former @UN women's representative. Human Rights-Civil-society Art & Culture,Positive
"Everything about entertainment, restaurants, shopping, jobs, politics and news from the municipality of Alphen aan den Rijn on one website. http://t.co/Gzu5pmz2",Neutral
Simply Social Right,Positive
Simply Social Right,Positive
Own opinion / RT = not endors lib sc inf KM IPR data doc ref mngt publ content context ICT intell arch media learn wisdom strat thesaurus KO hist heritage tourism,Positive
"Activist for inclusion since 1991, writes, world cyclist, talking and drinking coffee. Always up for a good story.",Positive
"Malnutrition;
Tasty and healthy food that meets a full (all-encompassing) Food & Beverage management in
ambience and experience that fits the question!",Positive
"investment opportunities, football news, fair, says especially anything. 2020 is an exciting year for Europe. together and lover of Ireland. Buy The Dip",Positive
,Neutral
"Cultural anthropology and contemporary folklore of Korea and Japan, heritage and museums, monuments, humans, and animals. University of Leiden.",Positive
This account has changed opening hours,Neutral
,Neutral
,Neutral
"Me at my most cerebral. Enlighten up, my friends. Listen to Black Women. Also, just leave me alone, blocka blocka blocka. She / her. ♋",Positive
,Neutral
,Neutral
"Thomas Paine 18th century pamphlet ""Common Sense"" people have the right to object if the contract between ruler and ruled is broken.",Negative
"Thomas Paine 18th century pamphlet ""Common Sense"" people have the right to object if the contract between ruler and ruled is broken.",Negative
,Neutral
,Neutral
"Retweets Quotes and sometimes tweets, but in the real world, not manipulated, and not twisted. | Realist | The only thing to fear is fake news",Negative
"Medical Doctor, Scientist (Prions), Retired, Poet, Israel, Musician, Intelligent, Tolerant, funny, Anti-Dogmas, Atheist, Freemason. DM Means unfollow.",Positive
"Concerned local resident and volunteer. Like a team player for the first Harderwijk, then Harderwijk. Senior cyber security consultant.",Positive
,Neutral
"Music wolf tones pink floyd Johnny Cash The Doors Dropkick Murphys Charlie and the bhoys, RAFC, Celtic FC",Negative
Having principles is not optional.,Neutral
,Neutral
,Neutral
1908 - just ikke!,Neutral
anti-climate craziness 🚜🇮🇱🇺🇲 #Nexit,Neutral
"43, living in Maarssen, Joke married and father of Bram and Pim. Councilor and Deputy fractievz Local Liberal. co-organizer Timmerdorp Maarssenbroek",Positive
,Neutral
,Neutral
"My (re) tweets not always reflect my personal views or opinions, but always reflect my personal interests.",Neutral
,Neutral
,Neutral
#TrotseHollandse at heart! Zwarte Piet should continue. Negerzoenen and Jews cake indeed.,Neutral
#TrotseHollandse at heart! Zwarte Piet should continue. Negerzoenen and Jews cake indeed.,Neutral
"Former journalist Gazet van Antwerpen.
All the news excites me, especially football, media, politics, regions. Follow me and I follow you!",Neutral
Separate own opinion,Positive
Separate own opinion,Positive
* Enthusiastic * Humorous * Confident * Relaxed * Romantic * Creative * Spontaneous * Importance Counting * Adventurous * 1m92 * Single *,Positive
* Enthusiastic * Humorous * Confident * Relaxed * Romantic * Creative * Spontaneous * Importance Counting * Adventurous * 1m92 * Single *,Positive
,Neutral
,Neutral
Mouth Mask Revisited - The truth is hunting the lie!,Neutral
husband | dad | Alderman municipality extracted | member db cleantech region | Christian Union | organ | piano | (Nature) photography,Neutral
"Restless traveler sheltering in place - exploring new horizons #Online - pushing boundaries
Content warning: I use Twitter as a personal diary",Positive
"Restless traveler sheltering in place - exploring new horizons #Online - pushing boundaries
Content warning: I use Twitter as a personal diary",Positive
IT ICT IoT | • Agrifood Tech • Biobased • Circular • Design • Energy • Facility • Green | Postduif • Associative | Share / multiply Knowledge,Negative
,Neutral
"Oh before I forget.
FUCK FUCK BLM and Antifa.
My reserve bank account 😁",Negative
"Welcome to the town of Vlaardingen. We post news and information for residents, businesses and visitors. We will respond on weekdays between 8:00 a.m. to 5:00 p.m. hours.",Positive
Read the latest news about the coronavirus in the Netherlands.,Positive
Drain the Swamp! - Stop 1.5m Madness - WWG1WGA - Warrior against injustice - consciousness explorer - in favor of real-life encounters - DM Contact,Neutral
"Official twitter channel of the city of Nijmegen. #oldcityyoungvibe Visit our website, facebook or instagram!",Neutral
"CEO - blank, your invisible force in #fintech @blanco_fintech

#CEO #Wealthtech #Regtech #MIFID #onboarding #KYC #AML",Neutral
,Neutral
,Neutral
"I think therefore I am, but if I do, I'm not",Neutral
"Suomen suurlähetystö, Haag / Embassy of Finland, The Hague / Embassy of Finland, The Hague",Neutral
"Day job: Cyber ​​Security for your Industrial Control Systems. Also an explosives engineer.
 If you see me running, try to keep up!",Neutral
"https://t.co/HkT8xuFbzL •
https://t.co/XFHitd4GBS •
https://t.co/TpHRHjn0uT •
https://t.co/znYB7odFqe •
https://t.co/dqr9EGqI8p •
https://t.co/w6KijXNaMy •
https://t.co/Zagk46MGGX •
https://t.co/dvuacFMfJr and more ....",Positive
"JesuisAmsterdam -mokum- floating voter - not stop people in booths -Find vvmu very important Same name Parler and Gab
# WWG1WGA",Positive
"JesuisAmsterdam -mokum- floating voter - not stop people in booths -Find vvmu very important Same name Parler and Gab
# WWG1WGA",Positive
dev dev who's things,Neutral
Hannelore Bruijn Manus-you-for-all in dispensing GP practice. Love good cooking and especially eating it.,Positive
"earth is decisive, health welfare for all, curiously, there are several sides / truths, self-examination.",Negative
"earth is decisive, health welfare for all, curiously, there are several sides / truths, self-examination.",Negative
Ajax course! Women Love Shiva (rottweiler) Audio for life and for many an eyesore! PVV,Positive
Ajax course! Women Love Shiva (rottweiler) Audio for life and for many an eyesore! PVV,Positive
"Cruyff, Covey, Kahneman, Kerr, Onana and Quinn ""Being a slave of nonsense""",Neutral
"Cruyff, Covey, Kahneman, Kerr, Onana and Quinn ""Being a slave of nonsense""",Neutral
BE SAFE IN DA GETTOW MY BOY🇳🇬 # HYTB ☪️,Positive
| do you really enjoy your life deep down the rabbit hole? | has nothing to do with extremists | stands behind everything he says | VVD | Insta: @petersvinyl |,Negative
"NO 21/29 Defense Specialist Inventor #klapwapper / # euriaan May 24, 2017 Chairperson #watFlikteZe #entertainer",Neutral
"NO 21/29 Defense Specialist Inventor #klapwapper / # euriaan May 24, 2017 Chairperson #watFlikteZe #entertainer",Neutral
,Neutral
Undertake. To work. Life. Tweets occasionally take with a grain of salt.,Neutral
Do not touch my fucking wheelchair. My fat is disabled bi hiney nonBInary. She / they. Member @FAbleism and @ GeenDorHout.Created #GeenDorHout. private @SlaapkamerR,Negative
Do not touch my fucking wheelchair. My fat is disabled bi hiney nonBInary. She / they. Member @FAbleism and @ GeenDorHout.Created #GeenDorHout. private @SlaapkamerR,Negative
Sharing knowledge | steal knowledge,Neutral
"This is not the church site Leeuwarden but give entertainment tips, experiences, stories, history in short all kinds of tweets about our beautiful city.",Positive
"Assistant Professor / UD @Radboudumc · immunology · computational modeling, simulation, causal inference in 🇳🇱 🇩🇪 · · · dad makes https://t.co/ojwYJOoZVz",Neutral
🕷 singer / songwriter-guitar-piano-history-languages-words-dad to two wonderful boys,Positive
going long life on this earth and have ever lived in the best time and the 70 and 80 really experienced when it came @cda,Positive
"Arch & Advice:. R & D Quality, Regulations, Standards, Certification, IT, Legal, Knowledge, Science & Religion philosophy, history.",Positive
🇳🇱🇺🇳Voorzitter International Trade Union Council Rijn IJssel / Border Labor / Labor / Nijmegen / Tweets personal titel.🇳🇱🇺🇳🌷🌷,Neutral
🇳🇱🇺🇳Voorzitter International Trade Union Council Rijn IJssel / Border Labor / Labor / Nijmegen / Tweets personal titel.🇳🇱🇺🇳🌷🌷,Neutral
Fleming abroad who are loved Flanders will never deny! Bibliophile and history of Rolduc my big hobbies.,Positive
,Neutral
,Neutral
Interim Senior PR and Communications Professional - Currently working for @womeninc - 1981 - Lucky number 3,Positive
The History Department at @UGent,Neutral
going long life on this earth and have ever lived in the best time and the 70 and 80 really experienced when it came @cda,Positive
"art critic, inter alia also takes a lot of animals, language and sports",Neutral
,Neutral
,Neutral
"Sinologist, editor-in-chief @whatsonweibo | China's social and online media trend watcher | Japan Studies | Hotpot addict @ hotpotam8ssador🌶️",Positive
going long life on this earth and have ever lived in the best time and the 70 and 80 really experienced when it came @cda,Positive
"Work on issues of integrity, corporate social responsibility, corporate governance and control money laundering and bribery",Positive
Cynist | Blogs sometimes | Fan of our liberal society | Critical self-proclaimed follower of opinion makers and other call bells,Negative
"earth is decisive, health welfare for all, curiously, there are several sides / truths, self-examination.",Negative
"earth is decisive, health welfare for all, curiously, there are several sides / truths, self-examination.",Negative
"Background, stories and opinion on social professionals.",Positive
"Executive Board Member Helicon training, education, VMBO, MBO, innovation, art & culture, travel, sustainability, creativity, GL, #SDGs 🌍",Neutral
"Executive Board Member Helicon training, education, VMBO, MBO, innovation, art & culture, travel, sustainability, creativity, GL, #SDGs 🌍",Neutral
"Assistant Professor / UD @Radboudumc · immunology · computational modeling, simulation, causal inference in 🇳🇱 🇩🇪 · · · dad makes https://t.co/ojwYJOoZVz",Neutral
🇳🇱🇺🇳Voorzitter International Trade Union Council Rijn IJssel / Border Labor / Labor / Nijmegen / Tweets personal titel.🇳🇱🇺🇳🌷🌷,Neutral
🇳🇱🇺🇳Voorzitter International Trade Union Council Rijn IJssel / Border Labor / Labor / Nijmegen / Tweets personal titel.🇳🇱🇺🇳🌷🌷,Neutral
"Comes on the BRES for the elderly, the chronically ill.
The world has enough for everyone's needs, but not for everyone's GREED.
Twitters personal capacity",Negative
"Comes on the BRES for the elderly, the chronically ill.
The world has enough for everyone's needs, but not for everyone's GREED.
Twitters personal capacity",Negative
"Follow us to keep abreast of the most important news.
News Report: SMS 3535 or email 3535@hln.be
Questions about your subscription: @Webcare_HLN",Positive
PvdA party leader | Leeuwarden | Friesland College | Educational | D'Drive,Positive
19 | Social Work | brussels | alexandre,Positive
The best way to predict the future is to create it. Views are my own.,Positive
"D66 party leader in Lelystad. Working in finance in Amsterdam. Nerd. Interests in IT, music, economics, politics and much more.",Positive
"Pro EU Anti PVV / FVD / Isis / KKK etc.

Buck might not racist meant sticking to buck it certainly does",Positive
"Mother, Traumatology, Emergency Medicine, Human Rights activist, Doctor Without Borders. Independent Journalist. my opinions are my own",Positive
#Sportpsycholoog @VSPNederland | #Zeiler | #Prestatiecoach | #Coach | #vitaliteit | #MentaleKracht | #leefstijl | #Trainer | #TalentUnited | #ACT,Neutral
,Neutral
,Neutral
,Neutral
🇺🇸🇳🇱🌉🗽LA 🐶🌊🎸📚,Neutral
"illustrator, musician at @twigstwineband, childrens books @iLemniscaat designer, likes things a normal amount • 28, she / They",Positive
the power of the people is stronger then the people in power #blacklivesmatter #standwithhongkong #freepalestine,Neutral
◉ ½ or @WeArePeekaboo EDM ◉ ◉ ◉ Cycling Marvel Cinematic Universe,Neutral
"Muziekvereniging consisting of drum band, band, orchestra pupils, AMV / recorder group, BlaasbendeXL, the Kool Hazen and youth group Forte.",Neutral
Creating Value-Based Health Care (VHC) part or @CAPHRI_UM / @MaastrichtU focusing on #healtheconomics #healthpolicy and #healthorganization,Neutral
"#THOMASDOHERTY | it's so lovely to be printable to speak to you guys again and thank you, so yes i would love to meet you all and keep safe, i'm sending you big love",Positive
Read the latest news about the coronavirus in the Netherlands.,Positive
"Caregiver 🌷 🚜
realist 🇳🇱 # noconsent5G #VerenigdRechtsNL
Qanon # WWG1WGA",Neutral
,Neutral
Only #politiek can turn me into ijskonijn #. # Frys,Neutral
No one can hurt you / me as long as you / I give no permission.,Negative
People's Journal is the oldest newspaper in African Suid-Afrika. Read all the berigte on @ Netwerk24 by http://t.co/Y0QuSqwwOL.,Neutral
active hiker and rower / volunteer advocacy wandelnet / fascinated by our environment / member programmacie. Flame Freethinkers Rhenen / Labor,Negative
active hiker and rower / volunteer advocacy wandelnet / fascinated by our environment / member programmacie. Flame Freethinkers Rhenen / Labor,Negative
Follow the latest cycling news. With live updates during major cycling races.,Positive
Anti-Zionist neo-Bundist,Neutral
I'd rather be alone than with the wrong people.,Negative
Football Journalist. Writes in World Soccer Digest Japan about the Dutch football. Since 1979 working in sports journalism. Japan scholar. # Tokyo2020,Neutral
"Haarlem105 the regional broadcaster #Haarlem, #Bloemendaal and #Heemstede. Follow us on radio, TV and internet. News? Redactie@haarlem105.nl mail or tweet.",Neutral
This is the official account of the GGD Zuid Limburg; the medical health of the 16 South Limburg municipalities. Corona questions? Call: 088-880 50 05.,Neutral
"Biologist from the University of Nijmegen (St.Radboud) school secretary Living with the Earth, Vahalis, PGL management, attention to Water-Energy-Health-Agricultural biodiversity UN-EU",Neutral
"ICT, internet ('96) (on) again, Politics, Media, News, privacy, News Junk, humor, ICT coordinator, atheist, crypto, Father (DSS)",Neutral
"PVV trailer and go on March 17, 2021 at @geertwilderspvv votes 🇳🇱 Party for Freedom! #pvv and he @sccambuurlwd supporter 💛💙 #leeuwarden 🇳🇱💬",Neutral
No hassle. Just music.,Neutral
pau no cu do mundo🇧🇷vai tomar no cu maria clara,Neutral
pau no cu do mundo🇧🇷vai tomar no cu maria clara,Neutral
,Neutral
,Neutral
"AD Haagsche Courant, the newspaper Den Haag area. Tips can to hc.online@ad.nl / 070-3190965",Neutral
Monitoring and reporting trends in all aspects of HIV infection by collecting high-quality data from HIV-positive persons in care in the Netherlands.,Neutral
"President of the Dutch Association of Banks. Twitters about @bankensector, enterprising Netherlands, @Rijksakademie, @dehermitage, #Estec & #amsterdam",Neutral
"President of the Dutch Association of Banks. Twitters about @bankensector, enterprising Netherlands, @Rijksakademie, @dehermitage, #Estec & #amsterdam",Neutral
"a collaborative, open and independent COVID study: Is there a relationship between infection with SARS-CoV-2 and the (nocturnal) Heart Rate Variability?",Neutral
CONTAINMENT➡️ Face Masks 😷 Test ▶ ▶ ️Trace ️Isolate 🌈 #StaySafe 🙏〰️zij / haar🐈🐈〰️🥀🌻🐝🐞🏕〰️🪐🌏🌍🌎,Neutral
CONTAINMENT➡️ Face Masks 😷 Test ▶ ▶ ️Trace ️Isolate 🌈 #StaySafe 🙏〰️zij / haar🐈🐈〰️🥀🌻🐝🐞🏕〰️🪐🌏🌍🌎,Neutral
"Self-Employed, Graduate Gitaardocent, interested in art, culture, music, politics, art, philosophy and more leftist hobbies. Guitar Arnhem and Huissen🎶🎸",Positive
🕷 singer / songwriter-guitar-piano-history-languages-words-dad to two wonderful boys,Positive
"Wants to move forward. Green.
Optimistic critical. Physician-scientist.",Neutral
Follow news about Ajax,Neutral
Follow news about Ajax,Neutral
"CO2 is NOT a source of climate change; CFD trading
What YOU do not want you be, if you do not another.
Ex ZZP Beleggingsadm & ICT Consultant",Neutral
"Jurist, EU and int. labor. Works for FNV labor.",Neutral
"Jurist, EU and int. labor. Works for FNV labor.",Neutral
"Presenter NOS Langs de Lijn + Radio Tour de France + Along the Line And Environs @ nporadio1 SV Spakenburg

Messages in a personal capacity.",Neutral
"Science is awesome, (macro) economics is very useful and politics is rather inspiring.
#Fintwitt #financial #geopolitics #science",Positive
Security news on Twitter. Related http://t.co/OG10Nuq71E more opportunities.,Positive
"Physical Media Hoarder / Likes Language, Racing Cars, The Who, And Capitalization / He / him

Spiritual home: https://t.co/qgY2UPdXra",Neutral
"Physical Media Hoarder / Likes Language, Racing Cars, The Who, And Capitalization / He / him

Spiritual home: https://t.co/qgY2UPdXra",Neutral
"-Blanke boomer
-TROTS TO NETHERLANDS AND THE GOLDEN AGE
-Nationalist at heart
-NEXIT
- Have never held slaves and only kneel in church",Positive
"-Blanke boomer
-TROTS TO NETHERLANDS AND THE GOLDEN AGE
-Nationalist at heart
-NEXIT
- Have never held slaves and only kneel in church",Positive
Courage is not the absence of fear about. It's wetting your pants and doing it anyway!,Negative
"FVD member. Gesch. RUL. Stop linksje oppression. A nation that yields to tyrants will lose more than life and property, then the light goes out. Linksj = Islam.",Positive
,Neutral
Councilor @ D66hwijk; theater and art teacher @CCNVschoollife; Secretary @deHortus,Neutral
"proud mama🌼Roda JC fan 🌼 F1 Max 🌼staat messages with both feet on the grond🌼DM ..... what's that ?? 😊


                 * Dark chocolate is not candy *",Positive
"proud mama🌼Roda JC fan 🌼 F1 Max 🌼staat messages with both feet on the grond🌼DM ..... what's that ?? 😊


                 * Dark chocolate is not candy *",Positive
"Investigator - Inventor - Insider
#Feiten #Graphics #FouteMedia #Boobytrap",Neutral
Since 2008 I am an independent consultant specializing in the taking and / or negotiating contracts for beer Hospitality entrepreneurs.,Neutral
"FVD member. Gesch. RUL. Stop linksje oppression. A nation that yields to tyrants will lose more than life and property, then the light goes out. Linksj = Islam.",Positive
,Neutral
"Entrepreneur, social, happy not concerned with the developments in the Netherlands (education, climate craziness, growing inequality, housing shortages, #EU etc.)",Positive
"Entrepreneur, social, happy not concerned with the developments in the Netherlands (education, climate craziness, growing inequality, housing shortages, #EU etc.)",Positive
"Troll with no name.
so anonymously.
and unrecognizable by my mouth mask so very anonymous.
tweet in their own name to have no name.
Eat like lefties",Positive
Joe biden is demented -corrupt -pedo,Negative
"Publisher, founder @kunst_landschap, journalist, remediation text, image, organization, publicity, multimedia, design, actor / theater, Iceland (ers)",Neutral
Amsterdam • ♛twitterkoningin and (was) editorial desk @ vrij_nederland • slang • Avoid nagging trivia specialist • • • established (n) something people • saving koken🍳ironist😎,Neutral
Amsterdam • ♛twitterkoningin and (was) editorial desk @ vrij_nederland • slang • Avoid nagging trivia specialist • • • established (n) something people • saving koken🍳ironist😎,Neutral
,Neutral
A writer / editor from Oregon who lives in the Netherlands and finally got an official Twitter account in 2019. Contributes to @DutchNewsNL and other places.,Negative
,Neutral
mathematician | Board https://t.co/sLgB09pmCF | blogs at https://t.co/NSj3Q2DaYT and https://t.co/m6hwSxshqQ,Neutral
"Firstly I love Yeshua. He is my King, I would serve Him, and I am saved by His blood. I am married and have three children Rolanda.",Positive
"Politics city reporter @Telegraaf | Stopera | WOB | 'Hyena on the fallen dump' | ""In reality you are really sweet"" | m.muller@telegraaf.nl | The T.",Positive
"Politics city reporter @Telegraaf | Stopera | WOB | 'Hyena on the fallen dump' | ""In reality you are really sweet"" | m.muller@telegraaf.nl | The T.",Positive
"Mother, Traumatology, Emergency Medicine, Human Rights activist, Doctor Without Borders. Independent Journalist. my opinions are my own",Positive
"Rotterdam, Feyenoord, Barça, Big mouth-small heart, (hip-hop) music, Admires most things , Tesla pilot, Tech, Xbox / Nintendo gamer, BBQ / Carnivore🥩, travels4Food",Positive
Talked about the greatest! Every day the most important news of De Telegraaf. Tip us via Whatsapp: 06-13650952.,Positive
Talked about the greatest! Every day the most important news of De Telegraaf. Tip us via Whatsapp: 06-13650952.,Positive
"graphic design jobs / looking / radio @ Concertzender / thrift shops / vinyl / passion for design, movies and music you & i have not yet Witnessed",Neutral
Senior Global Health Advocate @Wemos Foundation / Medicines that Matter / Politics & Policy / Accreditation Council @stichtingFtV / Also personal opinions. Amsterdam 🇪🇺🇳🇱🏳️🌈,Neutral
Senior Global Health Advocate @Wemos Foundation / Medicines that Matter / Politics & Policy / Accreditation Council @stichtingFtV / Also personal opinions. Amsterdam 🇪🇺🇳🇱🏳️🌈,Neutral
,Neutral
,Neutral
"Aanbestedingscafé is a website where buyers and interested people can go for all the latest news on tenders.
Also @inkoopvacatures",Positive
"Aanbestedingscafé is a website where buyers and interested people can go for all the latest news on tenders.
Also @inkoopvacatures",Positive
"owner LaboClean BV, proud father of Femke and Sanne.",Positive
"Pim (he / him) 🌿 Active equality 💪🏼🏳️🌈
Onions I do not like it, I do not.
Left but not convenient

 @wilknuffels / Eurovision @escpim",Negative
"Pim (he / him) 🌿 Active equality 💪🏼🏳️🌈
Onions I do not like it, I do not.
Left but not convenient

 @wilknuffels / Eurovision @escpim",Negative
,Neutral
,Neutral
#science is not an opinion. #God is an idea. Talk and pricks where necessary. #WWWHW 👤👩🏻🦰🧔🏼📷🖥,Neutral
"Mother, Ajax, epicurean, traveler, Corona measures tired and above all proud of the Golden Age 🇳🇱 FVD ​​and PVV",Positive
"Mother, Ajax, epicurean, traveler, Corona measures tired and above all proud of the Golden Age 🇳🇱 FVD ​​and PVV",Positive
Follow news about Ajax,Neutral
Follow news about Ajax,Neutral
Race Bredanaar | Heart for the Elderly | 2014 thru 2018 civilian council councilor Breda | feelers out for in 2022,Neutral
Roman Catholic Newspaper,Neutral
I am a happy loner and so that all interested health ...,Positive
The detection site in the Netherlands. We tweet promising investigative reports and crime noteworthy news from the Netherlands.,Positive
The detection site in the Netherlands. We tweet promising investigative reports and crime noteworthy news from the Netherlands.,Positive
"Living in southern France, pilot, sailor, lover of the Côte d'Azur and the Gooi.",Neutral
Dimix is ​​your reliable partner in equipment and supplies for Large Format Printing and Finishing. Over 30 years experience.,Positive
"Global citizenship / world traveler / quality of life for all not just the 1% / aim high / be the best you can be / be kind / wear a mask, save lives",Positive
,Neutral
,Neutral
"Entrepreneur, social, happy not concerned with the developments in the Netherlands (education, climate craziness, growing inequality, housing shortages, #EU etc.)",Positive
"Entrepreneur, social, happy not concerned with the developments in the Netherlands (education, climate craziness, growing inequality, housing shortages, #EU etc.)",Positive
"Freelance Front-end UI Developer. Chairwoman of @Fronteers, Organization for Front-end professionals in the Netherlands. 🏳️🌈",Neutral
,Neutral
,Neutral
,Neutral
,Neutral
,Neutral
We sell reliable CO2 meters (SenseAir) and particulates meters (Dylos) to vent air quality monitoring and awareness (there). Measuring = Knowing!,Neutral
This is the official Twitter account of Landgraaf. Questions and comments are welcome. We answer your questions during business hours.,Positive
"Capricorn, stubborn, opinionated. Tweets in its own name",Positive
the parrot next to the canary in the coal mine | putting nature on the agenda | Tweets are my precious,Positive
I can not be told,Neutral
I can not be told,Neutral
🕷 singer / songwriter-guitar-piano-history-languages-words-dad to two wonderful boys,Positive
"Trainer Presentation (inter alia Veni, Gravity, ERC) and science journalist.",Neutral
Injustice fight remains necessary. Speak for those who are defenseless (Proverbs 31: 8),Positive
,Neutral
,Neutral
I stunt even slightly,Negative
I stunt even slightly,Negative
"Malaria is a dangerous disease Transmitted by mosquitoes. Every year some 600,000 people, Mainly children under 5 who or malaria. It's time for action.",Negative
Senior Press Officer at Amnesty International / Senior Press Officer Amnesty International,Neutral
Senior Press Officer at Amnesty International / Senior Press Officer Amnesty International,Neutral
By flying low over eastern and northern Netherlands. Against expansion of Lelystad Airport. By subsidizing the fossil aviation.,Neutral
By flying low over eastern and northern Netherlands. Against expansion of Lelystad Airport. By subsidizing the fossil aviation.,Neutral
Nieuwsfan | Ajax | culture | EU Europe | film | photography | Jazz | JFK | Art | Nice06 | (Traffic) boards | WWII | RT = RT nothing more.,Positive
Master student at Ankara Enstitute of Social Science -history of Islamic Sects 📚 -faculty of Theology 🇹🇷 / 🇧🇪,Positive
,Neutral
"Step by step we are moving forward.
Very often cynical.
No party card.
Does it still make sense to argue?
RT is no approval.",Negative
"Always the latest news in the field of information security, privacy and data protection.",Positive
Retired Industrial Automation Specialist. Now fond of traveling to places wanted.,Neutral
Retired Industrial Automation Specialist. Now fond of traveling to places wanted.,Neutral
"Fleming, marathon runner, conservative right, lack of empathy, versed in solid mannetjesputtertweets, Professional overthinker, by default Sarcastic",Positive
"🔞Adult Model / WebcamTgirl / Ero massage / The Netherlands 🇾🇪 /
(No Dm)",Neutral
cosiness. busy busy. sweet.,Positive
cosiness. busy busy. sweet.,Positive
,Neutral
"President Local Seniors Council Ghent East
9050 Gentbrugge and Ledeberg.",Neutral
"President Local Seniors Council Ghent East
9050 Gentbrugge and Ledeberg.",Neutral
"Lecturer @UniLeiden. @Sino_NK. Fmr. @CrisisGroup & @The_Daily_NK. Translator. Editor or 2020's ""Decoding the Sino-North Korean Borderlands. RT ≠ endorsement.",Neutral
"Divide et impera ... I'm oriented fair and right, I'm f * cking proud op..🙏🏻 DM No I do not respond.",Positive
"Divide et impera ... I'm oriented fair and right, I'm f * cking proud op..🙏🏻 DM No I do not respond.",Positive
,Neutral
,Neutral
Tech Business | Events | Channel Partners | IT | cloud | dates | mobile | security | marketing | sales | politics | history | social | redactie@dutchitchannel.nl,Positive
Never Republican. Perfume lover. I ❤️ books. Artist & Jewelry designer.,Neutral
Human,Neutral
praktivist | the life with dramatic wilpret all right | presents talk shows | working on https://t.co/Szd36qrPQC and @omapost and @innofestnl and kutzooibingo,Negative
"Conservative Realist * * * Treasure Hunter Recalcitrant New Junk * * * FVD member Saves lives * Podcast * Cycling fanatic Beachcomber * * * VerenigdRechtsNL
 🌷",Negative
"Conservative Realist * * * Treasure Hunter Recalcitrant New Junk * * * FVD member Saves lives * Podcast * Cycling fanatic Beachcomber * * * VerenigdRechtsNL
 🌷",Negative
"#blanknietwit
Professional nonsense recognizer.
#woordkunstenaar of realism

#savethechildren",Positive
cosiness. busy busy. sweet.,Positive
cosiness. busy busy. sweet.,Positive
I Make and Build things. Doer. Not a Dreamer.,Neutral
,Neutral
"I teach problem-driven self-defense for women, notably for former victims of (childhood) sexual assault.",Positive
"I teach problem-driven self-defense for women, notably for former victims of (childhood) sexual assault.",Positive
Intelligence | Foreign Affairs | Int. Diplomacy | Defense & Strategy | (Int.) Politics | Multilanguage,Negative
"Feminista. The River ⚪🔴⚪
♊ En cambio constant.
🇦🇷 Viviendo and 🇳🇱",Neutral
just a sewing person,Neutral
just a sewing person,Neutral
,Neutral
Retired Industrial Automation Specialist. Now fond of traveling to places wanted.,Neutral
Retired Industrial Automation Specialist. Now fond of traveling to places wanted.,Neutral
I BENDING FOR NOBODY | I HAVE NOTHING AT ALL | nationalist | Blank | realist | allergies actionable wounded | enough enough = | # WWG1WGA | #FvD,Neutral
I BENDING FOR NOBODY | I HAVE NOTHING AT ALL | nationalist | Blank | realist | allergies actionable wounded | enough enough = | # WWG1WGA | #FvD,Neutral
#NietKnielenVoorDebielen,Neutral
"Interested in History Archeology Science Nature. Making a living as a researcher, photographer and storyteller. Anonymous since 03/20. Mother of a daughter.",Positive
,Neutral
,Neutral
,Neutral
,Neutral
https://t.co/IZzWW5BqZd https://t.co/8dyLc4qRuI... No headaches! 💊 allergic to idiots! ⌛️ who will immediately block! #TielKanBeter,Negative
"Long live free #Palestine
#FreeGaza
#BDS
hates racists and fascists - auto-block!
can not stand stupid people - auto-block!",Negative
"Not so very young, but a very good sense of JUSTICE - The Dutch Culture wants to keep, despite that I am born no Dutch.",Positive
"Not so very young, but a very good sense of JUSTICE - The Dutch Culture wants to keep, despite that I am born no Dutch.",Positive
,Neutral
,Neutral
Feliz Papá Del Gran Thomas Alejandro 😊 / Hincha the Junior de Barranquilla y River Plate - Siempre de Corazón rojiblanco 🤍❤️,Neutral
Espontánea y exotérmica. No hay mal que por guion no venga. Me Dedico al arte porque tengo mucho 💥,Neutral
"Reporter and semi-self employed, creative thinker, happy, married, cats are my childeren. Born in 1956 in Delft",Positive
Soc * * * oufc pearl jam the scene * * twitter personal capacity * * enthusiast amateur reporter,Negative
"News and info from (local) for (national, international) and to (regional) Zeewolde, and news about major sporting events and Dutch sport (there)",Positive
"Italo-Belgian or is it the other Genk, Antwerp and eventually Kempen Food, wine, G & T RAFC fan and Juventino Inventor of #CoronaAdvies 😉",Negative
𝑖𝑘 𝑎𝑐𝑐𝑒𝑝𝑡𝑒𝑒𝑟 𝑢 𝑧𝑜𝑎𝑙𝑠 𝑖𝑘 𝑏𝑒𝑛,Neutral
𝑖𝑘 𝑎𝑐𝑐𝑒𝑝𝑡𝑒𝑒𝑟 𝑢 𝑧𝑜𝑎𝑙𝑠 𝑖𝑘 𝑏𝑒𝑛,Neutral
"Integrative Psychotherapy / counseling / coaching
 Dutch Academy for Psychotherapy

Physiotherapy Practice Manager",Neutral
,Neutral
,Neutral
